fulfillment_id,order_id,fulfillment_date,fulfillment_method,shipping_carrier,tracking_number,estimated_delivery_date,actual_delivery_date
a51c9850-6905-4175-be59-bce02341996a,efbe25c8-bc49-4ef0-835e-b8be71e97f58,2024-09-21 20:37:44,usps,"Clark, Adams and Nelson",dc117c1e-b442-4913-b2d4-cc6176fa84ed,2024-10-18,2024-10-27
ad62c09f-ae9a-4d77-bc43-39f66330cdcf,9276d47a-1ff1-44e0-b0e2-3a800cf0719b,2024-09-27 01:23:46,ship to home,Reed-Richardson,a5c847f1-e4cb-4215-bb39-0c61d9080431,2024-10-10,2024-11-08
7f734217-1db0-4d34-9c1d-8df4b56a624c,94f5901f-f57a-470f-a65a-f55b3d249790,2024-09-12 17:39:26,in-store pickup,"Stanley, Bray and Clements",9b335e3c-76fc-48b7-ae01-36c291c19eea,2024-10-16,2024-10-25
b3e4780b-fcda-4bbf-a9db-d43376276c06,c6c01cf8-a8ec-415d-b06b-2fb39e6e6ece,2024-09-23 16:35:00,in-store pickup,Brown Ltd,8d8fc26a-ce85-4729-96be-a7c992e5ec07,2024-10-21,2024-10-29
c7217948-2215-4ba2-8fc5-f9dce989e1ee,d707d947-ed8e-4080-b445-a64fcff3af33,2024-10-07 07:32:57,in-store pickup,Mason-Rodriguez,0617f816-a19e-4525-91a1-7cba91446882,2024-10-29,2024-10-16
85ecc436-89b3-43db-bd65-69481ee9a71d,6537dfa8-6fe5-47b2-afa3-5087cd90632b,2024-09-17 07:41:09,in-store pickup,Butler-Hampton,6727b7bf-87f4-4cb9-850d-a1037fd30e30,2024-10-20,2024-10-27
6abc714f-5913-4ba2-956b-28a8ec1b093e,6b29ea60-eae2-47af-a68a-cbdd7c66b0e4,2024-10-09 23:15:33,fedex,Gallagher Inc,c205450d-a09a-494e-8f88-caff0e055a98,2024-10-11,2024-10-25
e58c21b2-7513-4c4b-8e98-bc50ccefa915,e38150c0-659a-4a62-a611-ed1ac9555be6,2024-10-02 08:40:20,ups,"Rice, Willis and Pratt",bed5d8a4-ed9c-40a7-a926-a6b3f69db934,2024-10-22,2024-10-12
73ce0ce1-f598-41df-aa36-f1a48bead5d3,2527ad1a-e901-4ec9-82aa-af8efa6fe697,2024-09-23 01:37:19,ship to home,Lucas Group,7c1e7c5e-0429-48af-a30d-d0ef68bc1dff,2024-10-12,2024-10-15
64582611-1ef2-40d1-afba-30d3505129f2,40a65b66-b52d-403d-8d4f-88d5c86eaa90,2024-09-11 01:09:19,fedex,"Ortega, White and Olson",25762898-7c16-4b80-af9d-c821043ecb32,2024-11-04,2024-11-02
33fa8359-d697-4c1a-9dbd-929635690d81,1fbd08a7-8173-4e30-bdc0-e6d75e7c5018,2024-09-24 08:45:13,ship to home,Miranda-Wheeler,71cd05c1-9e80-4429-95dc-6a681311d1dd,2024-11-08,2024-10-20
f8e2ae0c-2065-4a1c-ba60-e9efaaf0c943,8d6f1a25-24b3-4b42-980f-ca11d760458f,2024-09-23 14:38:48,ship to home,"Dorsey, Logan and Jones",8610182b-1ee8-4dd3-abb1-b0f33df8199d,2024-10-25,2024-11-06
5dc5ba64-a615-471c-bf91-2d7a49149ac9,5df07551-4ddb-4f6f-aca4-2a15ed73cdae,2024-09-11 16:38:49,usps,"Evans, Ross and Velez",0400ca9d-2e4c-42ec-b190-a0fdc4fd2381,2024-10-13,2024-10-13
c5ae79af-b7e8-4b10-8d49-2a00e5bec9b5,077308a8-0b06-44ba-bfb0-c480e4a3ca37,2024-10-09 17:07:17,in-store pickup,"Davis, Scott and Jimenez",cdbf869a-474e-41f0-85aa-109132a12fcc,2024-10-18,2024-10-25
274da9aa-fd80-4219-8998-c93e218f80fe,3c3bc076-44b9-4e30-a071-467d06bd9fb5,2024-09-24 21:38:24,usps,Conner LLC,ebc9a022-c202-474f-89e6-34cec8b224d3,2024-10-20,2024-10-31
7ee464a8-3a02-4e15-8d4d-8027d8aac236,ab38f18d-07bb-4e55-84f9-4d7707b7e59d,2024-10-08 12:14:52,ship to home,"Lloyd, Guzman and Brown",cab86ab6-4f4c-484d-996c-fd2069f5a191,2024-10-11,2024-10-17
0bb35013-6ecb-4a4b-b622-c0b0abeef01e,1b923f25-3e30-46c7-9720-e1a4c7153be5,2024-09-12 07:43:45,ship to home,Rodriguez-Barber,12a7bca1-0a4c-4bc8-83c5-c92914318f60,2024-11-01,2024-10-25
ac5a0fb1-8e55-4c4f-ad6a-d0e976678c2f,b1b5131c-aab9-4436-a39c-bdf68c752d5d,2024-10-03 03:12:17,in-store pickup,"Gray, Roy and Jordan",8d3871e7-9c84-4a9a-9ff8-3be8fa550698,2024-11-04,2024-10-17
8375f10e-f020-41cd-b1e5-90e3ba6772e9,efc020fb-41ab-47a6-a20c-106a86fc0e8a,2024-09-18 22:56:13,usps,Moran and Sons,139a7e70-442d-467f-b516-0a9ac0498352,2024-10-31,2024-11-03
d128dafa-93de-4ba2-a1ff-58bc8d552883,7e46a35d-b564-4851-bd6d-e41ef710b78d,2024-10-05 14:22:00,ups,Black-Forbes,65c2e1c8-a3ca-43d6-b0f1-2556a8ba65ea,2024-10-30,2024-10-18
f54bcff1-c6df-4469-a51f-32d453a7a17a,69694c2f-74e8-4bfd-b82b-c44e6e58f5d8,2024-09-20 11:14:27,in-store pickup,Sanford-Gibson,b4e2f88e-2457-42da-87dc-eacdd4cf52cd,2024-10-30,2024-10-14
bea74684-c336-4f8d-bea0-68eeaefab3ff,9f977548-913c-4815-a2a1-4180aa7fa58e,2024-09-22 10:12:28,in-store pickup,Morris LLC,e78b481e-3803-44d4-a359-b3f801aebfa6,2024-10-19,2024-10-15
706d30d1-eb7b-4fe9-baf2-f26e9b3b4439,750773ef-acf5-4e93-8e2f-96472f00db21,2024-09-24 12:00:49,ups,"Harris, Thompson and Carter",c7279b82-a041-47f9-9f58-21f11aac2e3e,2024-11-07,2024-10-25
1f45634f-e20c-4867-9310-1c33b3184013,4c848086-ce74-4172-a786-fe4850d1f704,2024-09-19 21:50:17,fedex,"Gardner, Sanders and Lewis",12a3289f-2b4d-453e-b929-20cf966a8893,2024-11-01,2024-10-17
af7b1282-8c4b-496b-b33a-6794ee0f065b,0d3347bf-b87b-4eb9-a556-db2d87ca0fb9,2024-09-30 06:41:46,usps,Moon-Brown,236b3e99-df06-4eaf-a9e7-b2273f15932a,2024-10-28,2024-10-22
9631d0ce-7437-429e-a1fd-1ecedabd970c,4b19e109-fee7-4eff-a5b0-9371ad3a9055,2024-09-26 19:59:12,ups,Wilcox Inc,edf8d7db-9e14-4780-a14a-840d31fd0be9,2024-11-05,2024-10-27
4de15af2-1b6a-4d9d-8377-3d5da4f4d50f,834c2ce3-82a7-462a-bc6c-0c647b686773,2024-10-01 12:16:07,usps,Cook-Burnett,e4c574ab-9f4a-4877-8350-0e56e50b3793,2024-10-18,2024-11-07
5c140452-38b2-4934-8801-d9423e509bf6,34b6baae-37e1-4eb3-83ec-1e138d32b2ff,2024-09-20 06:02:59,ship to home,Maldonado-Rodriguez,464a062a-dc4e-48d3-97b0-68ffc20a2f53,2024-10-11,2024-11-04
bd23b797-b153-4eca-a75d-c9564eb5b858,4b213e9f-3289-4503-84b0-9438c2c3a3b5,2024-10-09 04:47:55,fedex,Williams and Sons,6472ab7d-49f4-4b5c-8825-52fe2ae59b4a,2024-11-01,2024-10-13
bcf55577-1003-4377-bda9-f206a2108d42,6b22f2b0-9b5a-431d-9521-abd01f5896bd,2024-09-21 03:46:46,ups,Nelson-Smith,a164743e-c0d8-4775-8cb7-21290b2b6205,2024-10-19,2024-10-31
dd0eb825-3faa-4e49-9cb6-9b723666eb4a,03ddda92-4b3d-4f3d-9e6b-e9691f3aefff,2024-10-08 02:32:09,fedex,"Jones, Bautista and Lester",a2d27b44-cf56-49cc-9451-d89b89a43675,2024-10-27,2024-10-29
54ebc43f-79c3-4092-a7b7-aba603862de5,e789429d-4c70-43fc-a035-3b755cf0578a,2024-09-26 18:35:53,ship to home,Oliver-Combs,f576cd4b-bfc2-4ed8-a085-1051c9e76e21,2024-10-15,2024-11-05
525d769d-d912-4c18-aebb-2498243f7f1b,db3f7238-a2e4-43aa-8e06-f130fcb9e054,2024-10-02 17:09:14,ship to home,"Olson, Miller and Gomez",059b063f-1c7a-474f-b1d3-2f6a406caf93,2024-10-13,2024-10-20
ca479d37-432e-4b34-bd97-62665bdf7e69,c6ae3e57-7533-4c58-b618-6a67dd70ac60,2024-09-28 00:07:28,in-store pickup,Cole Ltd,8a544f02-e1b4-42e4-b336-c6b446326ac4,2024-10-29,2024-10-14
e1b86f2d-de00-40c8-ada3-8d28be274530,f5fc1dd8-4fdf-4432-b464-e92dd1e3cfb1,2024-09-22 07:30:47,in-store pickup,Robertson Inc,eb4fcf5f-3353-49ae-8c87-5ec46ca75ef8,2024-10-22,2024-11-04
d08496f3-f989-4e6c-8e54-6fd4854c4756,c4e7f7c9-7f2c-46bf-922a-0e9620f8bc7d,2024-09-11 17:09:30,fedex,Thomas-Dickerson,889eecb9-33f5-4f23-96ae-e56e85576e23,2024-11-02,2024-11-02
08b59e77-016a-4974-89b0-7f1e7617c82a,2f2da8ac-3318-45b8-9661-77ed18058a2d,2024-09-30 16:17:45,in-store pickup,Barnes and Sons,06656dff-7f7c-4506-9315-ea77f9643e38,2024-10-30,2024-10-29
06ba483c-aa3d-4bce-8c4d-b1b25ce85dd4,34ca6292-d1ac-42b4-b53c-03484b70f933,2024-10-06 19:58:11,in-store pickup,Jones-Mcclain,56f883d7-ed1c-4bcc-9ad0-e5d01cd8900e,2024-10-12,2024-11-05
074b1298-513a-4671-aeba-797a9daf2f36,43eb87e4-ef57-44cb-a465-c5dd6862bbfd,2024-10-02 14:17:44,in-store pickup,Adkins-Juarez,a8dc610b-c237-4d36-b25f-ebcf64fea924,2024-10-30,2024-10-23
f4b211f1-eff3-43ff-a813-52e450786fae,5deccc98-4171-4550-b77d-758f1e5ebddb,2024-10-04 07:31:42,fedex,Jenkins PLC,a6a03e33-dea6-491f-a447-a18ce12ec268,2024-10-10,2024-11-05
cc7d96e1-281e-4821-9cb1-03ef4310b1c6,0457a4b4-73f1-4e20-ac61-f2a8c55d8e15,2024-10-04 00:45:57,ship to home,"Williams, Smith and Whitney",867ee843-eeb8-45d7-a332-80c471e649ee,2024-10-26,2024-10-21
4d84df83-3608-4c04-abca-2c37d00f2c50,e6bc3f29-bd93-4903-acca-e013f3803f46,2024-10-03 12:17:13,in-store pickup,"Gates, Dixon and Dixon",21292ec1-f8ba-4549-94dd-5e92a916b0ca,2024-11-07,2024-11-01
b24ad53c-5530-4424-949d-c5da4d790beb,36c019ab-4792-4f58-ad64-770cfb64616a,2024-09-16 12:11:41,usps,"Watkins, Glass and Farrell",8e18d7be-29d4-4c83-ab00-d2ef7147af48,2024-10-25,2024-10-30
057650e7-fac1-491c-a3fe-999986770842,e2482052-fa9c-416c-b69d-22f740201f6a,2024-09-18 06:02:29,ship to home,King-Marshall,6b40137f-6cd1-465e-afeb-2f8b0cd5ade1,2024-10-27,2024-10-22
0732f912-30d7-44f0-b1d7-d64af6baaef7,8781570e-8ca9-4e9f-bdec-c5d2f92344f7,2024-10-06 03:32:06,ups,Johnson Group,c6363d8a-bcef-4e6f-884c-c60e80edc022,2024-11-07,2024-10-20
77fe9256-d847-454b-a53b-166b395f8c5b,85a2e944-87b5-4d2a-bcbd-a45ffcde614b,2024-09-17 03:34:16,ups,Benjamin-Todd,1c6fa2a9-19bc-4bd8-8d15-0dc4a55e59a3,2024-10-24,2024-10-15
718007e1-49b7-486c-8639-9f4250076bb0,b41510ce-7c73-4ce0-b729-4bcb37ccd29e,2024-10-01 05:05:50,fedex,"Austin, Sanford and Shields",9c5068de-912d-45ba-a067-cf7af722e3b8,2024-11-07,2024-10-13
d0d18039-3864-4c07-8c58-b49b4fe5aaa6,9276d47a-1ff1-44e0-b0e2-3a800cf0719b,2024-10-07 15:58:45,fedex,Hansen-Ramirez,e9363a93-7d37-4ed5-a86c-951c4c475258,2024-10-23,2024-10-11
1fc2bb63-873c-48e5-b91f-f69a6ba3e140,25f8c3d2-828f-4539-a4b4-5b107d243ac9,2024-10-08 23:00:27,fedex,"Daniels, Lewis and Anderson",a2226024-3f4f-4019-850b-292990b29e4d,2024-10-20,2024-10-24
87aa16d3-d043-4403-9e48-eaf13ab7742b,7522d729-d372-4041-ad69-fc0ce3bf26e7,2024-09-15 00:00:18,usps,"Walters, Simon and Perez",cdeb7e62-48df-4f23-9b09-edb965f834cc,2024-11-03,2024-11-05
825fb916-3ffc-4d7e-bcf3-24368b009132,8888fcd4-8c32-487d-9d25-1e2aed0877f7,2024-09-30 19:54:09,ups,Hickman and Sons,dd6e6f38-7e2f-482c-9c70-88d6cfed3075,2024-10-15,2024-10-21
85796d2d-4bcc-4eaf-bba2-5a25eae5889a,cb24914c-23be-4c8e-a706-68574e314bfe,2024-09-22 05:47:28,usps,Tucker Inc,67c06475-92dc-41f7-b3d1-c4431ef34283,2024-10-22,2024-11-08
66aeabce-0821-4d68-972e-bbb55fd7acc1,0f00e4eb-5593-4bea-83e7-55d60f59a1f9,2024-09-16 23:32:21,in-store pickup,Burns-Solomon,204ea9dd-6139-41d8-b37f-419eb67b5375,2024-10-17,2024-10-21
18e55a1a-3564-41c1-9e56-fdeb6c8ac8ec,c6ae3e57-7533-4c58-b618-6a67dd70ac60,2024-10-10 15:42:21,ship to home,"Duran, Boyer and Macias",7cb0902b-552b-4163-a683-838a8bc37c26,2024-10-12,2024-10-21
bdb0733a-fe9d-4bc4-89fc-00af38b23d07,6151e08b-ccb2-4e1c-a227-4e316847a677,2024-10-06 19:36:59,ups,"Fox, Williams and Mendez",cff8b5e9-61dc-4695-b55c-a86116e7c0e6,2024-10-25,2024-10-13
33993228-abe8-49c2-be60-a547cbf0a23e,006bf843-af63-4399-b611-f851b7ee072b,2024-09-17 11:18:22,ship to home,"Howard, White and Cook",89461ca3-d8c6-47f2-b1ee-6f7e24e7bdd5,2024-10-26,2024-10-25
cebb61e0-62d4-4b63-a568-2830355b8d9c,401989e5-c3f6-4a97-af6c-51d57ef84f9b,2024-09-22 22:13:42,fedex,Howard-Davis,cd740bff-064d-4d16-bdbe-96e07c5b9450,2024-10-10,2024-11-04
74875cd1-c719-4add-85b4-ed4e20d1916a,ebadee4d-7c50-4da5-899e-5aa321044026,2024-10-08 15:28:00,ship to home,"Boyd, Gilmore and Jackson",36caee75-ba54-4432-bf85-064d0c563c44,2024-10-12,2024-10-25
ce195cab-2ee8-4fe5-8531-ca265a5760bf,95636967-0bc2-4b5f-8e5c-867ed00e0d0d,2024-09-24 03:25:18,fedex,"Green, Freeman and Mendoza",92309ff6-2613-4dad-a02a-b8d916ec8730,2024-10-30,2024-10-10
9efed078-9aa6-46ce-9aab-0e9b17f72d83,5f98c42d-d161-4cf7-b302-999e38c34d5d,2024-09-11 05:29:31,ups,"Hicks, Pope and Green",95bd9efd-2fb7-4ebc-a5b0-9f0b375b3fd6,2024-10-11,2024-11-08
3b9e58a0-4894-4a21-b848-43f98e00c10b,187840c2-1a4d-454a-8991-38c72ad86f44,2024-09-24 00:43:59,fedex,West Ltd,14fff6b8-80e8-4d98-add9-eca82bb9671c,2024-10-28,2024-10-15
3b7ad78a-4192-4bee-95cb-5203f136701b,b949b0ea-c790-4921-bdf2-101899fbbf69,2024-09-15 17:05:39,fedex,Beasley-Miller,edaaab0f-980c-470e-bb7c-aec559bfed91,2024-10-23,2024-11-05
23a731b8-edb7-4be7-a34a-3591221d68d1,b32cb1bb-30aa-47c7-90e1-baac0200fc43,2024-10-03 13:36:50,ship to home,Pruitt-Gomez,31912528-5e1d-4626-bee2-d2a837b528fc,2024-10-27,2024-11-03
abf5dca4-892f-477b-8fab-cd551b36db78,eb2802b2-501e-45f5-b0a9-42e91a4747bd,2024-10-06 00:42:03,usps,Diaz Group,ea6cf882-6ff6-4dff-b0de-d55e386229a3,2024-10-20,2024-10-22
3f58dc6e-ce5a-4f66-9bb4-361f442e4b5f,ec5f10b0-eb2f-4707-837b-e52eb7285e53,2024-09-27 23:59:33,usps,"Grimes, Navarro and Williams",50019fb6-ca9e-4140-b62e-eb83e77fe7bc,2024-11-05,2024-10-31
a4c135bf-9a7d-4c71-a61b-3533e1f2f3fa,0d9fdccd-4273-4a0b-8db3-ed4f68b16653,2024-09-21 22:29:00,fedex,"Shepherd, Hobbs and Novak",d7e9354b-dd06-47d1-99f9-d36670981ef9,2024-11-02,2024-10-23
838604a4-4ea7-4c0c-83ed-c12b628dd54b,4b8f4708-51a4-4ba4-b0ba-2c6089e04164,2024-09-27 15:40:45,ship to home,Nguyen Ltd,c1ea3d17-8946-44b3-b73a-c0dff8282f83,2024-11-06,2024-10-20
42b4c9d7-b432-43e1-adfb-b81e74d84f75,0f16466a-2eb1-4f55-9d5d-17b5cd4b2c4c,2024-09-11 11:52:32,ups,Flores LLC,39c9bea4-235a-480b-b509-433f67e2a03f,2024-10-16,2024-11-07
dc60ed4d-403c-4566-900f-809ba719155b,baef414a-19b1-4be0-883b-d959b00389fd,2024-09-15 10:36:25,in-store pickup,Blair-Bennett,a35875b1-89b9-4dae-a2ca-cd1940472c6c,2024-11-06,2024-10-11
b83d3524-f2c4-4396-b57e-1ada2e7dd0c9,71fdc568-68c7-4148-bf1a-977e880a4301,2024-09-28 08:37:55,ship to home,Smith Ltd,e43d7f6a-c8d0-456e-9335-7ef9391e8bfe,2024-10-23,2024-10-12
2a30f63e-93a7-4a8a-8dc2-91a6141b1bed,d5eedb78-9abc-488f-923a-ef46071c7933,2024-09-17 09:28:38,fedex,Mitchell LLC,556b7b35-6bcd-409f-be7d-514011910b44,2024-10-15,2024-11-08
11d369ca-b96d-4297-9ec8-8fe3b8fb4a70,72b94eba-b6eb-4c41-a888-bc7eac3a3360,2024-09-19 07:50:06,fedex,Jordan and Sons,0a20804f-3aa3-423c-b8b7-d3ad7c9cf7ec,2024-11-07,2024-10-20
278efdd3-b61b-4a44-9a74-0d4eb111b82c,145d21f8-deda-4dae-bf90-30fb564a1f97,2024-09-14 09:53:31,ups,"Myers, Johnson and Glover",efb06731-ab60-475d-920a-17059dc592c1,2024-10-18,2024-10-16
dca77d4f-a611-4559-8fb4-96aeb83758a4,d40fdec5-425d-498f-bf66-74865502d754,2024-09-27 00:01:13,usps,Walker-Spencer,b15ae2e3-8cf2-4f26-a435-7581056a04c8,2024-10-31,2024-11-08
1c79ae6d-72ec-4b51-9d01-e1cb69021e42,e20b8027-693b-4248-a97a-a91eabce8b76,2024-09-21 20:27:06,in-store pickup,Moreno PLC,e8827e71-c57a-4111-8789-e510e7ab58d0,2024-11-04,2024-10-27
fa3e28f1-96d2-456c-85b1-96cab1ae3baf,865c2285-3efe-464e-b35c-6dae8072c8ab,2024-09-14 22:41:46,ship to home,"Brennan, Conner and Cooper",94c77351-f055-40d8-883f-c4582c3741d8,2024-11-03,2024-11-05
3ab195c9-6ff1-4f9e-95c0-5d31720c8f97,90c28e91-e800-46a1-830e-aa8dc5726a72,2024-09-19 03:40:11,ship to home,Berger-Pratt,ccfaf99b-8695-42c2-9eda-76621ff52c40,2024-11-02,2024-11-05
d2d4a87e-9e2c-404c-ba6a-fe3996fc485d,f38b734f-9685-4bdc-aaf9-c2169113e016,2024-09-27 07:03:04,ups,Thomas-Neal,e6d20cd7-0110-40e8-84bd-61b71bd92748,2024-10-25,2024-10-22
fb3f3542-84b7-4ea7-a55b-66289789e614,eea9779b-2124-4ebf-9fc8-70bf3aa273d8,2024-09-17 10:21:21,in-store pickup,Avila LLC,b6e934ab-b685-4df6-9df0-3287bb16f559,2024-10-31,2024-10-31
b990af45-c27c-4a25-a374-4d3777eb735a,2eeb2285-0f94-4bbd-8a39-0e6cca4d9f81,2024-09-18 16:29:03,ups,"Miller, Hammond and Reid",81021630-fa31-494d-bae4-25ac328ff0a1,2024-10-16,2024-11-02
c0c390b4-e4c3-4962-961a-810fe71afddc,5bae4345-16fc-46d4-9b0f-6926965e1820,2024-10-07 08:28:58,fedex,"Graham, Bishop and Berry",abde8686-a365-41c5-910a-af65ff361004,2024-10-28,2024-10-17
fc9ac8af-ef02-4391-ba46-209e03e2417e,01e6fd20-bbd1-4927-b423-960e118da376,2024-09-25 10:36:16,fedex,"Chandler, Hancock and Kim",624afd02-11d8-4f22-be0d-a52b351af10b,2024-10-21,2024-10-27
ebda48cb-d89f-4e87-82ea-122fe57a1bec,088e55b2-2cfc-40d6-8ecb-b750543fe745,2024-09-18 15:01:33,ups,Casey PLC,1e7ff73c-7d87-48ef-9de8-4098aed718ee,2024-10-30,2024-11-03
8351db99-8af4-436d-bcbb-407f195ef95d,c5b99234-d41e-4654-92f9-472aa0371a3c,2024-09-26 11:14:04,in-store pickup,Barnes PLC,5bb56041-1461-432a-9879-b87977de214a,2024-10-11,2024-11-04
57539ec1-68ba-4259-91aa-31c2891c729d,5452148b-12df-4502-ade4-e0777ae4714a,2024-09-28 12:32:06,in-store pickup,Kemp-Welch,a157d889-440b-438c-bcb7-703322ef71cf,2024-10-14,2024-10-14
66bef262-1bda-4bf9-ab51-bd3f68d2596b,d0551830-8add-4d04-a714-60fc5b386cef,2024-09-12 06:00:32,usps,"Jackson, Black and Combs",eea0606c-6d44-4cba-bc12-9f6ff0123236,2024-10-26,2024-10-21
b07a0c5a-7d6b-4156-8b46-4d699148bc42,86edb147-1e92-4f22-bec8-22e7b707d8c9,2024-10-03 15:22:45,ups,Sharp Inc,eb0ed2f5-83d9-4579-a3ca-6e38824ef430,2024-11-05,2024-11-08
e6cab6e6-db26-4ca0-a5e6-8718d01e9391,f71374d1-6d1e-41a5-9ffb-6106743b4afa,2024-09-14 08:02:44,fedex,"Nguyen, Trujillo and Franklin",2caab7c5-4879-4cac-87a8-eef9f305e9c3,2024-10-22,2024-10-16
6fcb4fd5-ea97-4a80-8ef6-b8dbdd7f5ad3,3a54acb2-51ec-49d5-ac79-0522478ce414,2024-09-27 05:41:09,ship to home,"Wong, Mckee and Becker",4235d024-4fa6-4ef7-80b7-566e1e643f80,2024-10-15,2024-10-21
c125fd83-f9a0-4827-9253-da8a5491f243,d7d63457-08a9-49e9-a6b0-eeeccdd98194,2024-09-22 17:27:28,usps,"Perez, West and Jimenez",4be04b17-6473-4940-b847-ae9d923e269b,2024-10-29,2024-10-14
93c8e932-9f7f-4d5a-81e4-ad376a34111c,2eeb2285-0f94-4bbd-8a39-0e6cca4d9f81,2024-10-04 21:11:21,fedex,Allen PLC,68191061-15f3-4533-9af6-3df1b65c1529,2024-10-24,2024-10-14
b2805986-a855-44ee-aa72-1041379a1d58,6d872727-be1c-410d-b373-8d7e8486a5e3,2024-10-07 03:33:43,fedex,"Murillo, Smith and Hurley",cca9c47f-a7ca-45fa-9ae3-0a1a66b5b5f7,2024-11-06,2024-10-26
adaed1ea-bf5a-46d4-8f68-6907487acdf7,da417047-b703-4302-a6c4-68bbf7454a83,2024-09-20 13:29:20,ups,"Rodriguez, Taylor and Anderson",319a670a-de4b-4425-a0e0-4b2ac21e4f96,2024-11-08,2024-11-06
e773edf6-46b1-48c3-8b10-0bcc9136195c,7c59edb5-201e-4ab5-8d4f-8b08b3c3c7e0,2024-09-18 23:40:41,fedex,"Smith, Fuller and Hartman",3a631d79-4166-4c63-bd4d-ffae172674f4,2024-10-12,2024-10-22
423f98c2-6cb4-458c-8384-7ec2f7a0d8e8,b51ff4d9-373d-47b9-916b-5941ba872876,2024-10-02 12:01:30,ups,Bush Inc,80b3e002-351c-4f57-9a41-5c5ac11a3cf2,2024-10-29,2024-10-26
93d74d03-3138-43af-b893-40e19634f66f,a49abaa5-c662-4daa-8568-b4cec4157e3c,2024-09-30 13:54:09,ups,"Powell, Rice and Schmidt",0a96f555-a251-4112-9f42-cb5294cb8bc4,2024-10-17,2024-11-02
9ff22016-2cb3-4a4a-82f2-784e557d2603,8489028a-8fd5-4c9f-b8fd-f2f79fba799c,2024-09-29 22:09:58,ship to home,Smith Inc,0c50c103-62aa-4893-8d95-c636d8a323af,2024-11-08,2024-10-18
4bcb440b-57c8-4cf2-954b-4ce770051195,238d163c-b6a1-466f-aeed-151afdcf34d4,2024-09-24 23:10:13,fedex,"Henry, Ramirez and Gomez",cb36ae1e-1941-418c-bdf5-ebb05cc8373e,2024-10-24,2024-10-25
bd900ad1-6e2d-4354-8d9b-912330eb8e85,9862e681-41f4-4bcf-a559-4775f1f5be90,2024-09-16 06:18:13,in-store pickup,Williams Inc,59274360-9bc9-472f-b8e0-4927281955aa,2024-10-28,2024-10-25
c653d906-8fd4-45f5-9ffa-0b668b2d356e,71fdc568-68c7-4148-bf1a-977e880a4301,2024-09-17 22:42:27,fedex,Brown Inc,a6842da7-2cd3-4b23-8f62-eb29541149fb,2024-11-04,2024-10-29
ffbf9795-6ab7-4fd8-8099-fc5d29e4a954,8dd26690-a685-403d-83a0-d4d1191284e7,2024-10-05 03:26:52,in-store pickup,Shepherd-Morse,e59cdf67-9a1a-4093-a4cd-8e9bf26e0ed4,2024-10-19,2024-10-14
ad0d5738-417d-468f-bb70-03ffaa41e53c,8599c16f-76a1-4f51-8835-ba0c90e6628f,2024-09-20 19:07:52,usps,Bender-Patterson,2dba9621-4fb2-4b13-ade0-d433da657eac,2024-10-22,2024-10-12
f9afea27-94e8-445f-b5d9-8f16d2e7ca47,3d41f152-dcdc-4a1b-996c-a673a96dd070,2024-09-17 18:02:47,in-store pickup,"Medina, Aguirre and Sanchez",f843ac7e-5693-4c67-bf44-54a378127420,2024-10-30,2024-10-15
9dfd6757-b959-410d-957f-5b11ff29e4bf,64b8d121-ac8f-4f14-bf0f-fa7c3b55eab7,2024-10-04 19:38:02,in-store pickup,Moreno PLC,4e57e5fd-774b-4547-873c-e593aba88b6c,2024-10-21,2024-10-19
a2b3d187-6971-4d26-9894-fcb6e5ecf097,f2ad081b-d311-4d7c-b622-ff3bb0193161,2024-09-11 20:39:41,usps,Ellis-Collins,fc86e4f7-bf43-4acf-bc3e-c74e361a9a04,2024-10-11,2024-11-03
3bfeec53-6280-49e9-a220-aebd54fe7621,85d8bba5-84f2-443b-b99f-c85acb7f9abe,2024-09-12 14:18:13,in-store pickup,"Barnes, Wolfe and Holloway",01cd585b-f286-4a75-9ce8-c17af4301f04,2024-11-02,2024-10-17
d309a78b-44a6-4a2f-bef2-214de15fcf67,18d38949-31d8-4337-ae68-bc0a138587ae,2024-10-08 15:37:37,usps,Ochoa LLC,d8781078-1314-45cf-94fd-e30edf9c6cf3,2024-11-05,2024-10-17
52077ce7-4e0d-42ef-a055-d57b7d4fb0fc,b16e762d-28e0-496c-a0c1-c41eaea0e3cd,2024-09-30 16:20:41,fedex,King-Carlson,399fb3a9-5aa2-481b-ac70-19b874eb36d5,2024-11-06,2024-10-22
5598a868-8d57-4381-b9ad-91fbb80f19fa,ad512340-eccd-4dc1-b044-f6196b1ea464,2024-09-12 23:03:30,ups,Anderson Group,fb515af0-aa13-4ef3-bf96-d5f63dc8e174,2024-11-01,2024-10-21
00ff3cd4-5714-4d50-a13f-eaaa372bdfc5,2b6f56d1-1ab3-4c4c-955e-b4b6893615f5,2024-09-29 15:47:56,fedex,Cherry-Hicks,af69dfc2-132b-46b7-a9e7-0a3ce4fa5c15,2024-10-13,2024-11-07
1d978ce3-291b-447c-bc63-e91db6a00d7b,53fc66ba-6145-48f3-aad7-ebd7f171a3dd,2024-09-24 05:55:06,ship to home,Bowman-Jones,279c007b-9e2a-4445-95f8-f26a0a394e49,2024-10-23,2024-10-10
6d758b84-a840-4b38-aa44-09a94f37d2ca,9b63abbb-474e-4f78-9c98-f13c540a641e,2024-09-30 07:53:00,usps,Miranda-Allen,a45bc48b-e174-4733-bea9-9356033af221,2024-10-27,2024-10-14
